instance_type,cpu,memory,hourly_price,instance_label,family_id,processor_model,network_bandwidth,network_pps,disk,platform,l1_cache,l2_cache,l3_cache,processor_base_frequency,processor_turbo_frequency,numa_count,hyper_threading,region,disk_iops,disk_bandwidth
ecs.gn7-c13g1.13xlarge,52.0,378.0,,通用型,gn7-c13g1,,16,900万,0,aliyun,,,,,,,,,,
ecs.gn7-c13g1.26xlarge,104.0,756.0,,通用型,gn7-c13g1,,30,1800万,0,aliyun,,,,,,,,,,
ecs.i2ne.xlarge,4.0,32.0,,本地SSD型,i2ne,,1.5,50万,0,aliyun,,,,,,,,,,最高16
ecs.i2ne.2xlarge,8.0,64.0,,本地SSD型,i2ne,,2.5,100万,0,aliyun,,,,,,,,,,最高16
ecs.i2ne.4xlarge,16.0,128.0,,本地SSD型,i2ne,,5.0,150万,0,aliyun,,,,,,,,,,最高16
ecs.i2ne.8xlarge,32.0,256.0,,本地SSD型,i2ne,,10.0,200万,0,aliyun,,,,,,,,,,最高16
ecs.i2ne.16xlarge,64.0,512.0,,本地SSD型,i2ne,,20.0,400万,0,aliyun,,,,,,,,,,最高16
ecs.i2ne.20xlarge,80.0,704.0,,本地SSD型,i2ne,,25.0,450万,0,aliyun,,,,,,,,,,最高16
ecs.hfc7.large,2.0,4.0,,高主频型,hfc7,,1.2/10,90万,0,aliyun,,,,,,,,,2万,1.0
ecs.hfc7.xlarge,4.0,8.0,,高主频型,hfc7,,2/10,100万,0,aliyun,,,,,,,,,3万,1.5
ecs.hfc7.2xlarge,8.0,16.0,,高主频型,hfc7,,3/10,160万,0,aliyun,,,,,,,,,4.5万,2.0
ecs.hfc7.3xlarge,12.0,24.0,,高主频型,hfc7,,4.5/10,200万,0,aliyun,,,,,,,,,6万,2.5
ecs.hfc7.4xlarge,16.0,32.0,,高主频型,hfc7,,6/10,250万,0,aliyun,,,,,,,,,7.5万,3.0
ecs.hfc7.6xlarge,24.0,48.0,,高主频型,hfc7,,8/10,300万,0,aliyun,,,,,,,,,9万,4.0
ecs.hfc7.8xlarge,32.0,64.0,,高主频型,hfc7,,10/无,400万,0,aliyun,,,,,,,,,10.5万,5.0
ecs.hfc7.12xlarge,48.0,96.0,,高主频型,hfc7,,16/无,600万,0,aliyun,,,,,,,,,15万,8.0
ecs.hfc7.24xlarge,96.0,192.0,,高主频型,hfc7,,32/无,1200万,0,aliyun,,,,,,,,,30万,16.0
ecs.ebmgn8v.48xlarge,192.0,1024.0,,,ebmgn8v,,160（80 * 2）,3000万,0,aliyun,,,,,,,,,,6
ecs.ebmgn8is.32xlarge,128.0,1024.0,,,ebmgn8is,,160（80 * 2）,3000万,0,aliyun,,,,,,,,,,6
ecs.hfc5.large,2.0,4.0,,高主频型,hfc5,,1.0,30万,0,aliyun,,,,,,,,,,
ecs.hfc5.xlarge,4.0,8.0,,高主频型,hfc5,,1.5,50万,0,aliyun,,,,,,,,,,
ecs.hfc5.2xlarge,8.0,16.0,,高主频型,hfc5,,2.0,100万,0,aliyun,,,,,,,,,,
ecs.hfc5.3xlarge,12.0,24.0,,高主频型,hfc5,,2.5,130万,0,aliyun,,,,,,,,,,
ecs.hfc5.4xlarge,16.0,32.0,,高主频型,hfc5,,3.0,160万,0,aliyun,,,,,,,,,,
ecs.hfc5.6xlarge,24.0,48.0,,高主频型,hfc5,,4.5,200万,0,aliyun,,,,,,,,,,
ecs.hfc5.8xlarge,32.0,64.0,,高主频型,hfc5,,6.0,250万,0,aliyun,,,,,,,,,,
ecs.gn5i-c2g1.large,2.0,8.0,,通用型,gn5i-c2g1,,1.0,10万,0,aliyun,,,,,,,,,,
ecs.gn5i-c4g1.xlarge,4.0,16.0,,通用型,gn5i-c4g1,,1.5,20万,0,aliyun,,,,,,,,,,
ecs.gn5i-c8g1.2xlarge,8.0,32.0,,通用型,gn5i-c8g1,,2.0,40万,0,aliyun,,,,,,,,,,
ecs.gn5i-c16g1.4xlarge,16.0,64.0,,通用型,gn5i-c16g1,,3.0,80万,0,aliyun,,,,,,,,,,
ecs.gn5i-c16g1.8xlarge,32.0,128.0,,通用型,gn5i-c16g1,,6.0,120万,0,aliyun,,,,,,,,,,
ecs.gn5i-c28g1.14xlarge,56.0,224.0,,通用型,gn5i-c28g1,,10.0,200万,0,aliyun,,,,,,,,,,
ecs.ebmgn6i.24xlarge,96.0,384.0,,,ebmgn6i,,30,450万,0,aliyun,,,,,,,,,,
ecs.ebmgn7i.32xlarge,128.0,768.0,,,ebmgn7i,,64,2400万,0,aliyun,,,,,,,,,,
ecs.gn8is.2xlarge,8.0,64.0,,通用型,gn8is,,8,,0,aliyun,,,,,,,,,6万,0.75
ecs.gn8is.4xlarge,16.0,128.0,,通用型,gn8is,,16,,0,aliyun,,,,,,,,,12万,1.25
ecs.gn8is-2x.8xlarge,32.0,256.0,,通用型,gn8is-2x,,32,,0,aliyun,,,,,,,,,25万,2.0
ecs.gn8is-4x.16xlarge,64.0,512.0,,通用型,gn8is-4x,,64,,0,aliyun,,,,,,,,,45万,4.0
ecs.gn8is-8x.32xlarge,128.0,1024.0,,通用型,gn8is-8x,,100,,0,aliyun,,,,,,,,,90万,8.0
ecs.se1ne.large,2.0,16.0,,,se1ne,,1.0,30万,0,aliyun,,,,,,,,,,
ecs.se1ne.xlarge,4.0,32.0,,,se1ne,,1.5,50万,0,aliyun,,,,,,,,,,
ecs.se1ne.2xlarge,8.0,64.0,,,se1ne,,2.0,100万,0,aliyun,,,,,,,,,,
ecs.se1ne.3xlarge,12.0,96.0,,,se1ne,,2.5,130万,0,aliyun,,,,,,,,,,
ecs.se1ne.4xlarge,16.0,128.0,,,se1ne,,3.0,160万,0,aliyun,,,,,,,,,,
ecs.se1ne.6xlarge,24.0,192.0,,,se1ne,,4.5,200万,0,aliyun,,,,,,,,,,
ecs.se1ne.8xlarge,32.0,256.0,,,se1ne,,6.0,250万,0,aliyun,,,,,,,,,,
ecs.se1ne.14xlarge,56.0,480.0,,,se1ne,,10.0,450万,0,aliyun,,,,,,,,,,
ecs.gn6v-c8g1.2xlarge,8.0,32.0,,通用型,gn6v-c8g1,,2.5,80万,0,aliyun,,,,,,,,,无,
ecs.gn6v-c8g1.4xlarge,16.0,64.0,,通用型,gn6v-c8g1,,5.0,100万,0,aliyun,,,,,,,,,无,
ecs.gn6v-c8g1.8xlarge,32.0,128.0,,通用型,gn6v-c8g1,,10.0,200万,0,aliyun,,,,,,,,,无,
ecs.gn6v-c8g1.16xlarge,64.0,256.0,,通用型,gn6v-c8g1,,20.0,250万,0,aliyun,,,,,,,,,无,
ecs.gn6v-c10g1.20xlarge,82.0,336.0,,通用型,gn6v-c10g1,,32.0,450万,0,aliyun,,,,,,,,,25万,
ecs.e-c4m1.large,2.0,0.5,,,e-c4m1,,0.2/最高2,,0,aliyun,,,,,,,,,0.8万/无,0.4/无
ecs.e-c2m1.large,2.0,1.0,,,e-c2m1,,0.2/最高2,,0,aliyun,,,,,,,,,0.8万/无,0.4/无
ecs.e-c1m1.large,2.0,2.0,,,e-c1m1,,0.2/最高2,,0,aliyun,,,,,,,,,0.8万/无,0.4/无
ecs.e-c1m2.large,2.0,4.0,,,e-c1m2,,0.2/最高2,,0,aliyun,,,,,,,,,0.8万/无,0.4/无
ecs.e-c1m4.large,2.0,8.0,,,e-c1m4,,0.4/最高2,,0,aliyun,,,,,,,,,1.6万/无,0.8/无
ecs.e-c1m2.xlarge,4.0,8.0,,,e-c1m2,,0.4/最高3,,0,aliyun,,,,,,,,,1.6万/无,0.8/无
ecs.e-c1m4.xlarge,4.0,16.0,,,e-c1m4,,0.8/最高4,,0,aliyun,,,,,,,,,1.6万/无,0.8/无
ecs.e-c1m2.2xlarge,8.0,16.0,,,e-c1m2,,0.8/最高6,,0,aliyun,,,,,,,,,1.6万/无,0.8/无
ecs.e-c1m4.2xlarge,8.0,32.0,,,e-c1m4,,1.2/最高6,,0,aliyun,,,,,,,,,1.6万/无,0.8/无
